station_code,station_name,city,state,zone,latitude,longitude,active
MGWN,MAHGAWAN HALT,Nawab Yousuf Rd,Uttar Pradesh,NR,25.817255999999997,82.69625099999999,true
MHBT,MAHBUBNAGAR TOWN HALT,MAHBUBNAGAR TOWN HALT,Unknown,Unknown,16.742879000000002,77.982649,true
MHD,MAHEMDAVAD KHEDA RD,MAHEMDAVAD KHEDA RD,Unknown,Unknown,22.819556000000002,72.752481,true
MHDB,MAHADIA PH,MAHADIA PH,Unknown,Unknown,20.750947,85.475883,true
MHF,Mohari Junction,State Highway 43,Rajasthan,NCR,26.70055271,77.55378492,true
MHH,MAGHAR,MAGHAR,Unknown,Unknown,26.750013,83.133741,true
MHHR,MAHESRA,MAHESRA,Unknown,Unknown,28.856392,78.330321,true
MHL,MAHWAL,Muzaffarpur,Bihar,ECR,26.301858406599997,85.12631435489999,true
MHLT,MAHESH LETA HALT,MAHESH LETA HALT,Unknown,Unknown,25.1511094241,86.1301575793,true
MHO,MAHPUR,Mahpur Bhimapar Marg,Uttar Pradesh,NER,25.605166,83.246984,true
MHOW,Mhow,Mhow,Madhya Pradesh,WR,22.55518,75.771097,true
MHQ,Mahuda,National Highway 32,Jharkhand,SER,23.747481,86.27078300000001,true
MHRN,MAHENDRANATH,MAHENDRANATH,Unknown,Unknown,26.000739,84.509909,true
MHT,MANJHI,MANJHI,Unknown,Unknown,25.828485,84.58475899999999,true
MHTR,MALIHATI TALIBPUR ROAD,Rd,West Bengal,ER,23.79372,88.126194,true
MHWL,MACHROWAR,MACHROWAR,Unknown,Unknown,31.516333,75.636644,true
MIA,MANIA,MANIA,Unknown,Unknown,26.805806,77.91964999999999,true
MIAN,MIANGRAM,Bazarsau,West Bengal,ER,23.853212000000003,88.17146,true
MIB,NAGPUR MOTI BAGH,NAGPUR MOTI BAGH,Unknown,Unknown,21.146062,79.088986,true
MID,MADHI,MADHI,Unknown,Unknown,21.145672,73.24268000000001,true
MIH,MIHRAWAN,Nawab Yousuf Rd,Uttar Pradesh,NR,25.871178,82.694333,true
MIK,MANIKUL,MANIKUL,Unknown,Unknown,22.919528,86.066359,true
MIL,MILAK,MILAK,Unknown,Unknown,28.612475,79.16411699999999,true
MILA,MILAKPUR HALT,MILAKPUR HALT,Unknown,Unknown,27.988261374,79.71796182739999,true
MIN,Mihinpurwa,Mihinpurwa,Uttar Pradesh,NER,28.0273441203,81.38446715209999,true
MINA,MIYANA,Guna,Madhya Pradesh,WCR,24.85653,77.472164,true
MIPM,MARRIPALEM,MARRIPALEM,Unknown,Unknown,17.7363,83.252629,true
MIQ,MIRHAKUR,Idgah Agra,Uttar Pradesh,NCR,27.151203539700003,77.8660122473,true
MIR,MAIJAPUR,MAIJAPUR,Unknown,Unknown,27.141734,81.773788,true
MIRA,MIRA ROAD,Mira Bhayandar,Maharashtra,WR,19.280299,72.856072,true
MITA,MITHA,MITHA,Unknown,Unknown,24.082494,71.672422,true
MIU,MARIPAT,MARIPAT,Unknown,Unknown,28.586886,77.495428,true
MJ,MARWAR JN,Marwar Junction,Rajasthan,NWR,25.720478999999997,73.609301,true
MJA,MEJA ROAD,MEJA ROAD,Unknown,Unknown,25.221545,82.089337,true
MJBK,MANJARI BUDRUK,MANJARI BUDRUK,Unknown,Unknown,18.512039,73.971424,true
MJE,MUJNAL,National Highway 31C,West Bengal,NFR,26.693327999999998,89.191957,true
MJG,MAJHAGAWAN,Majhgawa,Madhya Pradesh,WCR,24.913389000000002,80.811656,true
MJHR,MAJHIARI,National Highway 76,Uttar Pradesh,NCR,25.1789843066,81.5188330261,true
MJL,MAJHOWLIA,Vikash Village,Bihar,ECR,26.802772,84.619139,true
MJM,MANJHAULIGRAM H,MANJHAULIGRAM H,Unknown,Unknown,25.478252,85.422051,true
MJNL,MAJRI NANGAL,State Highway 52,Rajasthan,NWR,28.011996999999997,76.554869,true
MJO,MAJORDA,South Goa,Goa,KR,15.314045,73.922408,true
MJPB,Manjhra Purab,Manjhra Purab,Uttar Pradesh,NER,28.300646,81.160402,true
MJR,MINJUR,MINJUR,Unknown,Unknown,13.281979,80.26019199999999,true
MJRI,MAJRI JN,MAJRI JN,Unknown,Unknown,20.139283,79.043522,true
MJS,MANJESHWAR,NH 17,Kerala,SR,12.724197,74.887582,true
MJY,MARAMJHIRI,MARAMJHIRI,Unknown,Unknown,21.946123,77.883002,true
MK,MIRANPUR KATRA,MIRANPUR KATRA,Unknown,Unknown,28.03708,79.674809,true
MKA,MOKAMEH JN,MOKAMEH JN,Unknown,Unknown,25.391885,85.91304899999999,true
MKB,MANKATHA,MANKATHA,Unknown,Unknown,25.207216,86.056352,true
MKD,MARKUNDI,State Highway 11,Madhya Pradesh,WCR,25.017393,80.947114,true
MKDI,MAKUDI,MAKUDI,Unknown,Unknown,19.592555,79.44826,true
MKG,MANAK NAGAR,MANAK NAGAR,Unknown,Unknown,26.810176,80.890615,true
MKH,MALAKHERA,Mala Khera,Rajasthan,NWR,27.390236,76.618982,true
MKHR,MARWAR KHARA,Jodhpur,Rajasthan,NWR,27.060569440800002,72.1300715057,true
MKI,BAPUDHAM MOTIHARI,Motihari,Bihar,ECR,26.655520000000003,84.90525,true
MKJ,MAKKAJIPALLI,MAKKAJIPALLI,Unknown,Unknown,14.19611832,77.62844748,true
MKK,KODAMBAKAM,KODAMBAKAM,Unknown,Unknown,13.052565999999999,80.231305,true
MKL,MAKLIDRUG,MAKLIDRUG,Unknown,Unknown,13.4095451686,77.50903739809999,true
MKM,Marikuppam,Kolar Gold Fields,Karnataka,SWR,12.918968,78.263789,true
MKO,MARKONA,MARKONA,Unknown,Unknown,21.195555,86.596117,true
MKP,MANIKPUR JN,Manikpur,Uttar Pradesh,NCR,25.063492,81.09365700000001,true
MKPT,MALIKPETH,MALIKPETH,Unknown,Unknown,17.899981999999998,75.608752,true
MKRA,MAKRERA,Kharwa,Rajasthan,NWR,26.310925310800002,74.5333715979,true
MKRN,MAKRONIA,MAKRONIA,Unknown,Unknown,23.867050000000003,78.80807700000001,true
MKTP,MUKETASHWAR,MUKETASHWAR,Unknown,Unknown,19.919138,85.437914,true
MKU,MALKAPUR,MALKAPUR,Unknown,Unknown,20.891974,76.202946,true
MKX,MORAK,MORAK,Unknown,Unknown,24.730953,75.97333900000001,true
MKY,MEKKUDI,Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street),Tamil Nadu,SR,10.87109,78.628737,true
ML,MALHOUR,MALHOUR,Unknown,Unknown,26.8534491635,81.0404752448,true
MLD,MALIHABAD,MALIHABAD,Unknown,Unknown,26.930598,80.71503200000001,true
MLDT,MALDA TOWN,MALDA TOWN,Unknown,Unknown,25.015659,88.130338,true
MLH,MANAKLAO,State Highway 61,Rajasthan,NWR,26.485986,73.003204,true
MLHS,Light House,Chennai,Tamil Nadu,SR,13.044645999999998,80.276539,true
MLI,MANGALIYAWAS,Mangaliyawas,Rajasthan,NWR,26.278197000000002,74.492705,true
MLIH,MAULI HALT,MAULI HALT,Unknown,Unknown,31.175,75.769234,true
MLJ,MOHANLALGANJ,MOHANLALGANJ,Unknown,Unknown,26.687033,80.984093,true
MLKP,MALIKPUR,MALIKPUR,Unknown,Unknown,27.161781,79.690181,true
MLM,MALTHAN,MALTHAN,Unknown,Unknown,18.3689511683,74.7243673877,true
MLMG,MALLEMADUGU,Khammam,Andhra Pradesh,SCR,17.3251381906,80.1605882117,true
MLMR,MELMARUVATTUR,MELMARUVATTUR,Unknown,Unknown,12.429554,79.83380100000001,true
MLN,MAILANI,Lakhimpur Kheri,Uttar Pradesh,NER,28.284349000000002,80.347318,true
MLND,MULUND,MULUND,Unknown,Unknown,19.172355,72.956933,true
MLO,MALUR,MALUR,Unknown,Unknown,12.992108,77.940033,true
MLP,MALLAPUR,State Highway 30,Karnataka,SWR,15.672447,75.610219,true
MLPM,MELPAKKAM,MELPAKKAM,Unknown,Unknown,13.080671,79.659245,true
MLPR,MALIPUR,MALIPUR,Unknown,Unknown,26.281482,82.63130000000001,true
MLR,MALKHED,MALKHED,Unknown,Unknown,20.821793,77.862831,true
MLS,MALASA,MALASA,Unknown,Unknown,26.28889,79.907312,true
MLSA,MALLASANDRA,NH 206,Karnataka,SWR,13.335173,77.015018,true
MLT,MALATIPATPUR,MALATIPATPUR,Unknown,Unknown,19.865258,85.83177,true
MLU,MALUGUR,MALUGUR,Unknown,Unknown,13.866614,77.531591,true
MLV,MALLARPUR,MALLARPUR,Unknown,Unknown,24.080029,87.726275,true
MLY,MAULA ALI,MAULA ALI,Unknown,Unknown,17.44041,78.55054100000001,true
MLZ,MALARNA,Sawai Madhopur,Rajasthan,WCR,26.231078,76.534634,true
MM,MUMBAI MAHIM JN,Mumbai,Maharashtra,WR,19.040547,72.84687600000001,true
MMA,MUHAMMADABAD,MUHAMMADABAD,Unknown,Unknown,26.026235,83.376007,true
MMC,MAHAMANDIR,Jodhpur,Rajasthan,NWR,26.3087448868,73.037935174,true
MMH,MAHADANAPURAM,Nagappattinam - Gundlupet Road(Vandikara Street),Tamil Nadu,SR,10.953711,78.299178,true
MMK,MADURANTAKAM,MADURANTAKAM,Unknown,Unknown,12.50442,79.89308700000001,true
MMKB,MEMRAKHABAD,MEMRAKHABAD,Unknown,Unknown,25.472507999999998,85.82685199999999,true
MML,MADAN MAHAL,Jabalpur,Madhya Pradesh,WCR,23.159475,79.920425,true
MMLN,MAHUAMILAN,MAHUAMILAN,Unknown,Unknown,23.662240999999998,84.854527,true
MMNK,MARAIMALAM NAGAR,MARAIMALAM NAGAR,Unknown,Unknown,12.796619999999999,80.019875,true
MMR,MANMAD JN,MANMAD JN,Unknown,Unknown,20.249887,74.438305,true
MMRB,MANMAD B CABIN,MANMAD B CABIN,Unknown,Unknown,20.231473570600002,74.44955586180001,true
MMS,MANDASA ROAD,MANDASA ROAD,Unknown,Unknown,18.840628000000002,84.494113,true
MMU,MUGMA,MUGMA,Unknown,Unknown,23.751414,86.747614,true
MMV,MAHALI MARUP,MAHALI MARUP,Unknown,Unknown,22.757135,85.879316,true
MMY,MARWAR MATHANYA,Mathania,Rajasthan,NWR,26.532173,72.978778,true
MMZ,MANDAMARI,MANDAMARI,Unknown,Unknown,18.971272,79.47014800000001,true
MN,MINAMBAKKAM,MINAMBAKKAM,Unknown,Unknown,12.98432,80.174625,true
MNAE,MANKAR,MANKAR,Unknown,Unknown,23.420373,87.555822,true
MNC,MADANKATA,MADANKATA,Unknown,Unknown,24.140881,86.70195,true
MND,MUNDERWA,MUNDERWA,Unknown,Unknown,26.776435,82.903373,true
MNDA,MANDURA,MANDURA,Unknown,Unknown,20.78015,77.52258400000001,true
MNDH,MANDIR HASAUD,MANDIR HASAUD,Unknown,Unknown,21.226191999999998,81.772807,true
MNDY,Mandaveli,Chennai,Tamil Nadu,SR,13.027861000000001,80.260507,true
MNE,MANSI JN,MANSI JN,Unknown,Unknown,25.509398,86.554446,true
MNF,MANDA ROAD,MANDA ROAD,Unknown,Unknown,25.162718,82.236678,true
MNI,MANGAON,Lonere - Mangaon,Maharashtra,KR,18.247286000000003,73.275679,true
MNJ,MANOHARGANJ,MANOHARGANJ,Unknown,Unknown,25.524992,81.55907499999999,true
MNL,MINCHNAL,Bijapur,Karnataka,SWR,16.971395,75.822432,true
MNMU,MANI MAU,MANI MAU,Unknown,Unknown,26.98913852,79.9651825488,true
MNO,MEHNAR ROAD,Bihar,Bihar,ECR,25.654307800700003,85.504477691,true
MNP,MANANPUR,MANANPUR,Unknown,Unknown,25.1049319287,86.15540512449999,true
MNR,MAKKHANPUR,MAKKHANPUR,Unknown,Unknown,27.119485,78.4715,true
MNTT,MULANTURUTTI,MULANTURUTTI,Unknown,Unknown,9.901576,76.389673,true
MNU,MUNDIKOTA,MUNDIKOTA,Unknown,Unknown,21.372513,79.834833,true
MNUR,MANNANUR,MANNANUR,Unknown,Unknown,10.749322,76.323555,true
MNV,MUNGAOLI,MUNGAOLI,Unknown,Unknown,24.402175,78.11099,true
MNWL,MANWAL,Jandrah,Jammu and Kashmir,NR,32.769105,75.13222499999999,true
MNY,MANKARAI,MANKARAI,Unknown,Unknown,10.771526,76.500232,true
MO,MOHOL,MOHOL,Unknown,Unknown,17.805205,75.675995,true
MOA,MANOPAD,MANOPAD,Unknown,Unknown,15.994114,77.941968,true
MOD,MORAMPUDI,MORAMPUDI,Unknown,Unknown,16.3531150213,80.620208194,true
MOF,MONDH,MONDH,Unknown,Unknown,25.427572,82.48463699999999,true
MOG,MOHIUDDINNAGAR,Samastipur,Bihar,ECR,25.606296391399997,85.70332322690001,true
MOI,MORI BERA,Nana,Rajasthan,NWR,25.035574999999998,73.136306,true
MOJ,MOHANA,Mohana,Madhya Pradesh,WCR,25.980207999999998,77.83395499999999,true
MOL,MULI ROAD,Surendranagar,Gujarat,WR,22.676562,71.43486,true
MOLK,MOLAKARAMPATTI,MOLAKARAMPATTI,Unknown,Unknown,12.466956,78.541815,true
MOR,MOR,MOR,Unknown,Unknown,25.43034549,85.8567601593,true
MORA,MORAIYA,National Highway 8A,Gujarat,WR,22.946834,72.454814,true
MOTC,MOTICHUR,Haridwar,Uttarakhand,NR,29.981150000000003,78.177678,true
MOTG,MOTIGANJ,MOTIGANJ,Unknown,Unknown,27.101387,82.103635,true
MOTH,MOTH,MOTH,Unknown,Unknown,25.74157,78.948673,true
MOU,MANOHARPUR,MANOHARPUR,Unknown,Unknown,22.373359,85.196894,true
MOW,MANANWALA,MANANWALA,Unknown,Unknown,31.612827000000003,74.96656200000001,true
MOY,MOHRI,MOHRI,Unknown,Unknown,30.255264,76.850054,true
MOZ,MUZAFFARNAGAR,MuzaffarNagar,Uttar Pradesh,NR,29.468689,77.707807,true
MP,MELAPPALAIYAM,Tirunelveli,Tamil Nadu,SR,8.7067184087,77.7018564789,true
MPA,MANAPARAI,MANAPARAI,Unknown,Unknown,10.6075620105,78.4177652356,true
MPD,MADPUR,MADPUR,Unknown,Unknown,22.369694000000003,87.44326799999999,true
MPH,MUNDHA PANDE,MUNDHA PANDE,Unknown,Unknown,28.800366999999998,78.939038,true
MPI,MELPATTI,MELPATTI,Unknown,Unknown,12.859507,78.797049,true
MPKT,CHENNAI PARK TOWN,Chennai,Tamil Nadu,SR,13.07995,80.27598499999999,true
MPLE,MAHIPAL,Lalgola,West Bengal,ER,24.30631,88.162107,true
MPLM,MARTHIPALAYAM,Erode - Unjalur - Kodumudi - Karur Rd,Tamil Nadu,SR,11.021579000000001,78.023359,true
MPLR,MAHIPAL ROAD,Lalgola,West Bengal,ER,24.2875453877,88.1911711557,true
MPLY,MEPPULIYUR,MEPPULIYUR,Unknown,Unknown,11.676385,79.30663799999999,true
MPO,MANPUR JN,MANPUR JN,Unknown,Unknown,24.807111000000003,85.044738,true
MPR,MAKARPURA,MAKARPURA,Unknown,Unknown,22.232706,73.175422,true
MPU,MEDAPADU,MEDAPADU,Unknown,Unknown,17.005091,82.096133,true
MPY,MURARPUR,MURARPUR,Unknown,Unknown,25.232759,86.886908,true
MQC,MUNDKA,Mundka,Delhi NCT,NR,28.6884911989,77.0285688654,true
MQG,MILANGARH,MILANGARH,Unknown,Unknown,25.368746039300003,87.8962231482,true
MQN,MANYAMKONDA,MANYAMKONDA,Unknown,Unknown,16.683425,77.904883,true
MQO,MUNROTURUTTU,MUNROTURUTTU,Unknown,Unknown,8.9949977685,76.6119083966,true
MQR,MALKHAID ROAD,MALKHAID ROAD,Unknown,Unknown,17.147112,77.17396099999999,true
MQU,MURUKKAMPUZHA,MURUKKAMPUZHA,Unknown,Unknown,8.613629999999999,76.830245,true
MQX,MERALGRAM,Garhwa,Jharkhand,ECR,24.19691,83.70963400000001,true
MR,MARTUR,MARTUR,Unknown,Unknown,17.199686,76.902717,true
MRA,MORENA,MORENA,Unknown,Unknown,26.500504,78.003442,true
MRBL,MURIBAHAL,MURIBAHAL,Unknown,Unknown,20.385885000000002,83.016704,true
MRC,MARICHETHAL,MARICHETHAL,Unknown,Unknown,16.111362,77.30931799999999,true
MRDL,MERAMANDOLIL,MERAMANDOLIL,Unknown,Unknown,20.802387,85.30494300000001,true
MRDW,MURDESHWAR,Murudeshwara,Karnataka,KR,14.100277,74.50524700000001,true
MRE,MANAURI,MANAURI,Unknown,Unknown,25.470171,81.662491,true
MRGA,MIRYALAGUDA,MIRYALAGUDA,Unknown,Unknown,16.860392,79.533503,true
MRGM,MAURIGRAM,MAURIGRAM,Unknown,Unknown,22.5801540304,88.25607790219999,true
MRHT,MORANHAT,Sibsagar,Assam,NFR,27.1829782,94.9193076,true
MRJ,MIRAJ JN,Maniknagar Bypass,Maharashtra,CR,16.819946,74.638839,true
MRL,MAROLI,Maroli,Gujarat,WR,21.019949,72.88999799999999,true
MRLM,MARUDALAM,MARUDALAM,Unknown,Unknown,12.99726,79.399298,true
MRN,MORWANI,MORWANI,Unknown,Unknown,23.2764855209,74.9779687335,true
MRND,MORINDA,MORINDA,Unknown,Unknown,30.791519,76.502461,true
MRPL,MARAMPALLI,MARAMPALLI,Unknown,Unknown,16.843925,81.63387399999999,true
MRQ,MATARI,MATARI,Unknown,Unknown,23.840519,86.239035,true
MRR,MURARAI,MURARAI,Unknown,Unknown,24.440886,87.85865299999999,true
MRTL,MIRTHAL,Mirthal,Punjab,NR,32.112895,75.608482,true
MRU,MUMBAI MATUNGA ROAD,Mumbai,Maharashtra,WR,19.028606,72.847143,true
MRZA,MIRZA,National Highway 37,Assam,NFR,26.0727512878,91.51740114900001,true
MS,CHENNAI EGMORE,CHENNAI EGMORE,Unknown,Unknown,13.077677999999999,80.260193,true
MSAE,MASAGRAM,MASAGRAM,Unknown,Unknown,23.134791,88.042182,true
MSB,CHENNAI BEACH,CHENNAI BEACH,Unknown,Unknown,13.09034,80.291601,true
MSBR,MUSAHIBPUR,MUSAHIBPUR,Unknown,Unknown,31.9834478985,75.60945677000001,true
MSC,CHENNAI CHETPAT,CHENNAI CHETPAT,Unknown,Unknown,13.074663000000001,80.24337,true
MSD,BOMBAY MASJID,Mumbai,Maharashtra,CR,18.952385,72.838561,true
MSDN,MASUDAN,MASUDAN,Unknown,Unknown,25.2352713892,86.3578830731,true
MSDR,MURSHADPUR,MURSHADPUR,Unknown,Unknown,29.57239523,78.3756456903,true
MSF,CHENNAI FORT,CHENNAI FORT,Unknown,Unknown,13.08354,80.28293599999999,true
MSH,MAHESANA JN,Mehsana,Gujarat,WR,23.602623,72.388708,true
MSHM,MAHESANA,MAHESANA,Unknown,Unknown,23.606146717799998,72.38875601560001,true
MSK,MAHES KHUNT,MAHES KHUNT,Unknown,Unknown,25.46082,86.641818,true
MSMD,MAHASAMUND,MAHASAMUND,Unknown,Unknown,21.113138000000003,82.10389,true
MSO,MISROD,MISROD,Unknown,Unknown,23.168701000000002,77.45804600000001,true
MSP,MANSURPUR,Muzaffarnagar,Uttar Pradesh,NR,29.355377,77.719182,true
MSR,MASUR,Satara,Maharashtra,CR,17.404241,74.14420899999999,true
MSRP,MURHESI RAMPUR,SH 33,Uttar Pradesh,WCR,27.412426,77.62741799999999,true
MST,MASIT,MASIT,Unknown,Unknown,27.269928999999998,80.257914,true
MSU,MOSUR,MOSUR,Unknown,Unknown,13.0857348949,79.7188409808,true
MSW,MASKANWA,MASKANWA,Unknown,Unknown,27.0013792301,82.3597396039,true
MSZ,MANSA,Mansa,Punjab,NR,29.989694999999998,75.402584,true
MT,Matera,Bahraich,Uttar Pradesh,NER,27.784934,81.55344699999999,true
MTA,MATHELA,East Nimar,Madhya Pradesh,WCR,21.8802561555,76.38997105099999,true
MTB,MATLABPUR,MATLABPUR,Unknown,Unknown,28.989821,78.656727,true
MTC,MEERUT CITY,Meerut,Uttar Pradesh,NR,28.977610000000002,77.675106,true
MTCN,Triplicane,Chennai,Tamil Nadu,SR,13.054862,80.28020599999999,true
MTD,MERTA ROAD JN,MERTA ROAD JN,Unknown,Unknown,26.728077000000003,73.917896,true
MTFA,MERTALA PHALEYA,Mertala Phaleya,West Bengal,ER,23.479665999999998,88.319686,true
MTGE,MUTHANI,MUTHANI,Unknown,Unknown,25.173236999999997,83.61914300000001,true
MTI,MITAWAL,MITAWAL,Unknown,Unknown,27.292310999999998,78.19892399999999,true
MTJ,MATHURA JN,MATHURA JN,Unknown,Unknown,27.480145,77.67311699999999,true
MTL,MAILAM,MAILAM,Unknown,Unknown,12.160501,79.60220000000001,true
MTMI,MOTIMARI,Motimarri Station,Andhra Pradesh,SCR,16.956602,80.320896,true
MTMY,Thirumayilai,Chennai,Tamil Nadu,SR,13.03497,80.267038,true
MTN,MUMBAI MATUNGA,MUMBAI MATUNGA,Unknown,Unknown,19.027347,72.84984200000001,true
MTNL,MUTTARASANALLUR,Nagappattinam - Gundlupet Road(Vandikara Street),Tamil Nadu,SR,10.865860000000001,78.648401,true
MTO,MAITHA,MAITHA,Unknown,Unknown,26.476492,80.025181,true
MTP,Mettupalayam,Mettupalayam,Tamil Nadu,SR,11.299729,76.934533,true
MTR,MOTIPUR,National Highway 28,Bihar,ECR,26.257038720999997,85.1681972229,true
MTU,MATMARI,MATMARI,Unknown,Unknown,16.046723,77.302973,true
MTUR,MATHUR,MATHUR,Unknown,Unknown,11.318107,79.20580299999999,true
MTY,MULTAI,MULTAI,Unknown,Unknown,21.783543,78.26283000000001,true
MUA,MUSRA,MUSRA,Unknown,Unknown,21.152966,80.879372,true
MUC,MULLURKARA,MULLURKARA,Unknown,Unknown,10.705843,76.271415,true
MUG,MAGRA,MAGRA,Unknown,Unknown,22.983124999999998,88.36829,true
MUGN,MAHUTGAON,B G Rd,Assam,NFR,26.962757,94.79288199999999,true
MUH,Murthiha,State Highway 26,Uttar Pradesh,NER,28.030462,81.37814700000001,true
MUKE,MUKKALI,Chombala,Kerala,SR,11.68423,75.55036199999999,true
MULK,MULKI,Mulki,Karnataka,KR,13.068517,74.804962,true
MUO,MASANGAON,Harda,Madhya Pradesh,WCR,22.272733000000002,77.005257,true
MUP,MURHIPAR,MURHIPAR,Unknown,Unknown,21.183141,81.14815399999999,true
MUQ,MARUDUR,Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street),Tamil Nadu,SR,10.914737,78.45029299999999,true
MUR,MANKAPUR JN,MANKAPUR JN,Unknown,Unknown,27.039058,82.227648,true
MURI,MURI,MURI,Unknown,Unknown,23.376284371,85.8669906885,true
MUT,MEERUT CANT,Meerut,Uttar Pradesh,NR,29.015997000000002,77.686937,true
MUU,MANKUNDU,MANKUNDU,Unknown,Unknown,22.846462000000002,88.346368,true
MUUA,MAHUAWA KHURD,State Highway 64,Uttar Pradesh,NER,26.854361,83.59392199999999,true
MUV,MANDUADIH,Varanasi,Uttar Pradesh,NER,25.300001,82.972079,true
MUW,MATHURAPUR,MATHURAPUR,Unknown,Unknown,24.386518000000002,86.631692,true
MUZ,MOHIUDDINPUR,Meerut,Uttar Pradesh,NR,28.885405000000002,77.621531,true
MV,MAYILADUTURAI JN,Mayiladuthurai,Tamil Nadu,SR,11.095237000000001,79.62868,true
MVD,MULVAD,Bijapur,Karnataka,SWR,16.620372,75.746926,true
MVE,MUNDHEWADI,MUNDHEWADI,Unknown,Unknown,17.7417646618,75.7065479559,true
MVH,MANTATTI,MANTATTI,Unknown,Unknown,17.2276934669,77.5094807208,true
MVL,MALAVLI,MALAVLI,Unknown,Unknown,18.743833000000002,73.48064000000001,true
MVLK,MAVELIKARA,MAVELIKARA,Unknown,Unknown,9.239487,76.545692,true
MVN,MILAVITTAN,Thoothukudi,Tamil Nadu,SR,8.811577000000002,78.087335,true
MVPM,MAVELIPALAIYAM,MAVELIPALAIYAM,Unknown,Unknown,11.4809140096,77.89921204650001,true
MVRM,MALLAVARAM,MALLAVARAM,Unknown,Unknown,17.1810250515,82.3152851379,true
MVS,MANAVASI,Manavasi,Tamil Nadu,SR,10.934013,78.220496,true
MVV,MAHESHI,MAHESHI,Unknown,Unknown,25.236912,86.799239,true
MW,MAIRWA,MAIRWA,Unknown,Unknown,26.240309,84.151979,true
MWA,MANDWA,East Nimar,Madhya Pradesh,CR,21.517291,76.389861,true
MWC,MANDAWALI CHANDER VIHAR,MANDAWALI CHANDER VIHAR,Unknown,Unknown,28.613384,77.253315,true
MWD,MHASAVAD,MHASAVAD,Unknown,Unknown,20.870401921,75.4584622504,true
MWE,MEWA NAWADA,MEWA NAWADA,Unknown,Unknown,29.118385,78.613167,true
MWH,MALWAN,MALWAN,Unknown,Unknown,26.017246,80.685594,true
MWM,MALLESWARAM,Bengaluru,Karnataka,SWR,13.001289,77.56320699999999,true
MWP,MAHRANI PACHHIM,MAHRANI PACHHIM,Unknown,Unknown,26.087672,82.288578,true
MWQ,MOTARI HALT,MOTARI HALT,Unknown,Unknown,20.090583,85.72919200000001,true
MWT,MARWAR LOHWAT,Jodhpur,Rajasthan,NWR,26.981256000000002,72.58927,true
MWUE,MAHRAWAL,MAHRAWAL,Unknown,Unknown,27.937875000000002,78.04247000000001,true
MWW,MAHWA,Alwar,Rajasthan,NWR,27.483719999999998,76.60887100000001,true
MWY,MAILARAM,MAILARAM,Unknown,Unknown,17.280412,77.809709,true
MX,Mumbai Mahalakshmi,Mumbai,Maharashtra,WR,18.982103,72.823908,true
MXA,MARAUDA,Bhilai,Chhattisgarh,SECR,21.15958,81.35973,true
MXJ,MANGURJAN,MANGURJAN,Unknown,Unknown,26.412488,88.256909,true
MXK,MANDRAK,MANDRAK,Unknown,Unknown,27.7686349988,78.1102865904,true
MXL,MOKHOLI,MDR 111,Rajasthan,WCR,26.160967,76.460845,true
MXN,MARIANI JN,Mariani,Assam,NFR,26.652434999999997,94.30820299999999,true
MXO,MORTHALA,NH 14,Rajasthan,NWR,24.502604961899998,72.8034186484,true
MXS,MOHASA,MOHASA,Unknown,Unknown,24.378687,78.2889,true
MXT,MALAKPET KACHEGUDA,MALAKPET KACHEGUDA,Unknown,Unknown,17.375398,78.494244,true
MXW,MAHADEV SAL,MAHADEV SAL,Unknown,Unknown,22.510448,85.328849,true
MXY,MAHUARIYA,Sonebhadra,Uttar Pradesh,ECR,24.227740021099997,83.3105186481,true
MY,MALLIYAM,State Highway 64,Tamil Nadu,SR,11.079116,79.595866,true
MYG,MIYAGAM KARJAN,MIYAGAM KARJAN,Unknown,Unknown,22.050722,73.120353,true
MYGL,MIYAGAM KARJAN JUNCTION NG,MIYAGAM KARJAN JUNCTION NG,Unknown,Unknown,22.050131999999998,73.119763,true
MYJ,MAHEJI,MAHEJI,Unknown,Unknown,20.7689244313,75.424619975,true
MYK,MAYAKONDA,State Highway 47,Karnataka,SWR,14.284214,76.08138100000001,true
MYL,MALLIYALA,Kurnool,Andhra Pradesh,SCR,15.397805,77.77675500000001,true
MYM,MEMARI,MEMARI,Unknown,Unknown,23.172935,88.095637,true
MYP,MUNDILYAMPAKKAM,MUNDILYAMPAKKAM,Unknown,Unknown,11.995680489400002,79.5116865137,true
MYR,MAIHAR,Maihar,Madhya Pradesh,WCR,24.255485,80.763148,true
MYU,MAYANOOR,NH 67,Tamil Nadu,SR,10.954704000000001,78.23651100000001,true
MYX,METYAL SOHAR,West Bengal,West Bengal,SER,23.482582,86.748784,true
MYY,MAYYANAD,MAYYANAD,Unknown,Unknown,8.837759,76.64733100000001,true
MZA,MEZENGA S,Nazira Ali,Assam,NFR,26.884475000000002,94.679344,true
MZC,MIRZA CHEUKI,MIRZA CHEUKI,Unknown,Unknown,25.2587767836,87.4979796002,true
MZM,MUZZAMPUR NARAIN,MUZZAMPUR NARAIN,Unknown,Unknown,29.58301,78.222356,true
MZP,MIRZAPUR,MIRZAPUR,Unknown,Unknown,25.13435,82.56986900000001,true
