station_code,station_name,city,state,zone,latitude,longitude,active
AAG,ANGAR,ANGAR,Unknown,Unknown,17.954256,75.599875,true
AAK,ANKAI KILA,ANKAI KILA,Unknown,Unknown,20.183180430100002,74.4368553961,true
AAL,AMLAI,AMLAI,Unknown,Unknown,23.173469,81.593507,true
AAP,AMBIAPUR,AMBIAPUR,Unknown,Unknown,26.515363999999998,79.826878,true
AAR,ADESAR,Dist. Kachchh,Gujarat,WR,23.552978399500002,70.9720505023,true
AAS,ASRANADA,ASRANADA,Unknown,Unknown,26.397374,73.30532500000001,true
AAY,ARALVAYMOZHI,Dist. Kanniyakumari,Tamil Nadu,SR,8.2494513612,77.5292646945,true
AB,AMBUR,AMBUR,Unknown,Unknown,12.782934,78.721266,true
ABB,ABADA,ABADA,Unknown,Unknown,22.547877,88.19939199999999,true
ABD,AMBLI ROAD,AMBLI ROAD,Unknown,Unknown,23.05437,72.494044,true
ABFC,AMBARI FALAKATA,AMBARI FALAKATA,Unknown,Unknown,26.641553000000002,88.510593,true
ABGT,ARBAGATTA HALT,State Highway 47,Karnataka,SWR,13.907468,76.13497100000001,true
ABH,AMBARNATH,AMBARNATH,Unknown,Unknown,19.210382000000003,73.184756,true
ABI,AMBATURAI,AMBATURAI,Unknown,Unknown,10.272226,77.924468,true
ABKA,AMBIKA KALNA,Kalna,West Bengal,ER,23.211377,88.353984,true
ABLE,AMBALE,Malshiras Rd,Maharashtra,CR,18.398719,74.171511,true
ABO,ASTHAL BOHAR,Rohtak,Haryana,NR,28.857765,76.629155,true
ABP,AKBARPUR,AKBARPUR,Unknown,Unknown,26.429818,82.539073,true
ABR,ABU ROAD,Sirohi Dist,Rajasthan,NWR,24.470775,72.775695,true
ABU,AMBATTUR,AMBATTUR,Unknown,Unknown,13.114305980800001,80.1525249074,true
ABW,Abutara Halt,Dinhata,West Bengal,NFR,26.0707762,89.5868746,true
ABY,AMBIVLI,AMBIVLI,Unknown,Unknown,19.267587,73.17171,true
ACAB,A-CABIN BONDAMUNDA,A-CABIN BONDAMUNDA,Unknown,Unknown,22.23969,84.945577,true
ACG,ACHEGAON,ACHEGAON,Unknown,Unknown,20.976217,75.934247,true
ACK,ACHARAPAKKAM,ACHARAPAKKAM,Unknown,Unknown,12.406776,79.821722,true
ACL,ANCHELI,Navsari,Gujarat,WR,20.845167,72.944978,true
ACLE,AZIMGANJ CITY,Police Station Rd,West Bengal,ER,24.237941,88.25887100000001,true
ACND,ACHARYA NARENDRA DEV NAGAR,ACHARYA NARENDRA DEV NAGAR,Unknown,Unknown,26.774576,82.156997,true
ACU,ACHUARA HALT,ACHUARA HALT,Unknown,Unknown,25.45273,85.661087,true
AD,ADONI,ADONI,Unknown,Unknown,15.617035,77.27485,true
ADD,ADAS ROAD,ADAS ROAD,Unknown,Unknown,22.486628078200003,73.0346944543,true
ADF,ADINA,ADINA,Unknown,Unknown,25.114396999999997,88.12318,true
ADH,ANDHERI,Mumbai,Maharashtra,WR,19.1174289,72.84685300000001,true
ADHL,ADIHALLI,National Highway 206,Karnataka,SWR,13.2834201678,76.3472840454,true
ADI,AHMEDABAD JN,AHMEDABAD JN,Unknown,Unknown,23.0225,72.5714,true
ADL,ANDUL,ANDUL,Unknown,Unknown,22.575169,88.239643,true
ADR,Mandi Adampur,Hisar,Haryana,NWR,29.283136000000002,75.468851,true
ADRA,ADRA JN,Purulia.Div HQ SER,West Bengal,SER,23.495992,86.67466499999999,true
ADSR,ADSR,ADSR,Unknown,Unknown,24.909345,84.19221399999999,true
ADST,ADI SAPTAGRAM,ADI SAPTAGRAM,Unknown,Unknown,22.95447,88.378872,true
ADT,ADUTURAI,Aduthurai,Tamil Nadu,SR,11.009165,79.478668,true
ADTL,ADHARTAL,Jabalpur,Madhya Pradesh,WCR,23.227389,79.972274,true
ADTP,ADITYAPUR,ADITYAPUR,Unknown,Unknown,22.782212,86.158954,true
ADVI,ADAVALI,Ratnagiri,Maharashtra,KR,16.921753,73.592514,true
AED,AULENDA,Kiraoli,Uttar Pradesh,NCR,27.029152,77.612583,true
AEH,ANANT PAITH,ANANT PAITH,Unknown,Unknown,25.955389501299997,78.2761320917,true
AEJ,ARNEJ,Arnej,Gujarat,WR,22.582088000000002,72.268322,true
AF,AGRA FORT,AGRA FORT,Unknown,Unknown,27.183308,78.0191,true
AFK,ANGAMALI,ANGAMALI,Unknown,Unknown,10.183676,76.37786,true
AGAE,AGRADWIP,Agradwip,West Bengal,ER,23.58096,88.22611699999999,true
AGC,AGRA CANTT,AGRA CANTT,Unknown,Unknown,27.157992,77.990153,true
AGD,AGASOD,AGASOD,Unknown,Unknown,24.234023,78.216912,true
AGE,Angai,Angai,Rajasthan,NCR,26.606593,77.46692,true
AGI,AMGURI,Amguri,Assam,NFR,26.812601,94.524011,true
AGL,AMARGOL,Hubli,Karnataka,SWR,15.4117921224,75.09820837459999,true
AGN,AMGAON,AMGAON,Unknown,Unknown,21.361292855400002,80.3746491022,true
AGP,AGARPARA,AGARPARA,Unknown,Unknown,22.682505000000003,88.384761,true
AGQ,ASIRGARH ROAD,State Highway 27,Madhya Pradesh,CR,21.378418,76.268065,true
AGR,AMARGARH,AMARGARH,Unknown,Unknown,23.080689,74.747038,true
AGT,AGTHORI,AGTHORI,Unknown,Unknown,26.20089324,91.686006,true
AGV,ANGUA,ANGUA,Unknown,Unknown,21.892581999999997,87.26992299999999,true
AGY,AGORI KHAS,State Highway 5,Uttar Pradesh,NCR,24.59896,83.056105,true
AHA,ABHAIPUR,ABHAIPUR,Unknown,Unknown,25.2159864584,86.32307245909999,true
AHD,AHERWADI,Sholapur,Karnataka,SWR,17.504915,75.99559,true
AHL,AJHARAIL,AJHARAIL,Unknown,Unknown,25.781637999999997,87.848322,true
AHLR,AHALYAPUR,AHALYAPUR,Unknown,Unknown,26.468381,83.824844,true
AHM,AHIMANPUR,St Ravidas Nagar,Uttar Pradesh,NER,25.252404,82.511544,true
AHN,AHIRAN,National Highway 34,West Bengal,ER,24.517687000000002,88.04112500000001,true
AHZ,ADHINPUR,ADHINPUR,Unknown,Unknown,26.418478,81.726848,true
AI,ADIPUR,Dist. Kachchh,Gujarat,WR,23.077052700000003,70.0786586,true
AIA,AJARAKA,Ajaraka,Rajasthan,NWR,27.959391,76.56420899999999,true
AIG,ALGAWAN,ALGAWAN,Unknown,Unknown,27.700598000000003,79.963236,true
AII,AJMER JN,Ajmer,Rajasthan,NWR,26.456612,74.63746400000001,true
AIP,ATTIPPATTU,ATTIPPATTU,Unknown,Unknown,13.2611631708,80.2889459058,true
AIR,ALINDRA ROAD,ALINDRA ROAD,Unknown,Unknown,22.440575,73.239854,true
AIT,AIT,AIT,Unknown,Unknown,25.903719000000002,79.230436,true
AJ,AJGAIN,AJGAIN,Unknown,Unknown,26.61721,80.62098800000001,true
AJE,ANJAR,Anjar,Gujarat,WR,23.1194723,70.0366109,true
AJH,AJHAI,AJHAI,Unknown,Unknown,27.63615,77.55842299999999,true
AJI,ANJHI SHAHABAD,ANJHI SHAHABAD,Unknown,Unknown,27.643994,79.973314,true
AJJ,ARAKKONAM,ARAKKONAM,Unknown,Unknown,13.081512,79.667991,true
AJLE,AZIMGANJ JN CABIN,AZIMGANJ JN CABIN,Unknown,Unknown,24.23827,88.257363,true
AJN,Ajnod,Indore,Madhya Pradesh,WR,22.931326000000002,75.738947,true
AJNI,AJNI,AJNI,Unknown,Unknown,21.1268588122,79.0825197485,true
AJP,AJJAMPUR,Ajjampur,Karnataka,SWR,13.7283327,76.0097415,true
AJR,AJAIBPUR,AJAIBPUR,Unknown,Unknown,28.4728347205,77.59373730349999,true
AJRE,AUJARI,National Highway 37,Assam,NFR,26.1446457224,92.266800144,true
AJTM,AJITGILL MATTA,Kotkapura Jaitu Rd,Punjab,NR,30.483469,74.863795,true
AJUG,ABJUGANJ,ABJUGANJ,Unknown,Unknown,25.242369,86.775451,true
AK,AKOLA JN,AKOLA JN,Unknown,Unknown,20.723084,77.005497,true
AKAT,AKKAMPET,AKKAMPET,Unknown,Unknown,13.6491060718,80.0188634064,true
AKI,ADARKI,Pune,Maharashtra,CR,17.918333,74.189651,true
AKJ,AKBARGANJ,AKBARGANJ,Unknown,Unknown,26.531456000000002,81.501628,true
AKM,ARAMBAKKAM,ARAMBAKKAM,Unknown,Unknown,13.532686,80.074371,true
AKN,AKBARNAGAR,AKBARNAGAR,Unknown,Unknown,25.234880766899998,86.8345333624,true
AKNR,ADHYATMIK NAGAR,ADHYATMIK NAGAR,Unknown,Unknown,28.679874,77.49972700000001,true
AKOR,AKALKOT ROAD,AKALKOT ROAD,Unknown,Unknown,17.450243,76.13768900000001,true
AKP,ANAKAPALLE,ANAKAPALLE,Unknown,Unknown,17.695503,83.00885099999999,true
AKR,AKOLNER,AKOLNER,Unknown,Unknown,18.985409,74.66906999999999,true
AKRD,AKURDI,AKURDI,Unknown,Unknown,18.64812,73.76424399999999,true
AKS,ANKUSPUR,National Highway 29,Uttar Pradesh,NER,25.5713190547,83.4940121521,true
AKT,AKALTARA,AKALTARA,Unknown,Unknown,22.029121,82.422049,true
AKU,ANGALAKUDURU,Coastal Andhra Region,Andhra Pradesh,SCR,16.245325,80.609091,true
AKV,ANKLESHWAR JN,ANKLESHWAR JN,Unknown,Unknown,21.623889,73.000633,true
AKW,Akora,National Highway 86,Uttar Pradesh,NCR,25.613687,80.139995,true
AKY,AKKURTI,AKKURTI,Unknown,Unknown,13.7828960127,79.6686416895,true
ALAI,ALAI,ALAI,Unknown,Unknown,27.337097,73.58576799999999,true
ALB,ALIA BADA,Jamnagar,Gujarat,WR,22.44677,70.210367,true
ALD,ALLAHABAD JN,ALLAHABAD JN,Unknown,Unknown,25.446241,81.828816,true
ALER,ALER,ALER,Unknown,Unknown,17.6459553,79.04834140000001,true
ALJN,ALIGARH JN,ALIGARH JN,Unknown,Unknown,27.889584,78.074559,true
ALK,ALAKKUDI,Alakudi,Tamil Nadu,SR,10.77766297,79.0537095,true
ALLP,ALLEPPEY,ALLEPPEY,Unknown,Unknown,9.483759,76.32247600000001,true
ALM,ALAMANDA,ALAMANDA,Unknown,Unknown,18.012510000000002,83.271604,true
ALMR,ALAMPUR,State Highway 31,Gujarat,WR,21.944012999999998,71.699156,true
ALMW,ALMAW,Allahabad,Uttar Pradesh,NER,25.259915,82.489941,true
ALN,ALANDI,Ramdara Rd,Maharashtra,CR,18.451229,74.09309499999999,true
ALNI,ALNIYA,ALNIYA,Unknown,Unknown,25.0316757156,75.90874587280001,true
ALPR,ALAMPUR ROAD,ALAMPUR ROAD,Unknown,Unknown,15.895657,78.047012,true
ALU,ARIYALUR,ARIYALUR,Unknown,Unknown,11.150035,79.06831799999999,true
ALY,ALLAHABAD CITY,Allahabad(0532-1072),Uttar Pradesh,NER,25.442410000000002,81.829736,true
AME,AMETHI,AMETHI,Unknown,Unknown,26.153024000000002,81.806276,true
AMG,ALAMNAGAR,ALAMNAGAR,Unknown,Unknown,26.84708,80.86031200000001,true
AMGA,AMJONGA,AMJONGA,Unknown,Unknown,25.9816211386,90.8529670435,true
AMH,AZAMGARH,AZAMGARH,Unknown,Unknown,26.038607,83.160614,true
AMIN,AMIN,AMIN,Unknown,Unknown,29.904968,76.900028,true
AML,AMALSAD,Amalsad,Gujarat,WR,20.811373000000003,72.956092,true
AMLA,AMLA JN,AMLA JN,Unknown,Unknown,21.919717000000002,78.123187,true
AMLI,AMLI,AMLI,Unknown,Unknown,25.828156,76.286156,true
AMP,AHMADPUR JN,AHMADPUR JN,Unknown,Unknown,23.8325090573,87.6928410938,true
AMPA,AMBALAPUZHA,ph 0477-2272620,Kerala,SR,9.386059,76.363817,true
AMRO,AMROHA,AMROHA,Unknown,Unknown,28.892688,78.474329,true
AMS,AMAUSI,AMAUSI,Unknown,Unknown,26.77443,80.841544,true
AMSA,AMMASANDRA,Tumkur,Karnataka,SWR,13.264571,76.71148570000001,true
AMVA,AMARAVILA HALT,Thiruvananthapuram,Kerala,SR,8.397108999999999,77.10036199999999,true
AMY,AKATHUMURI,AKATHUMURI,Unknown,Unknown,8.70031,76.758792,true
AN,AMALNER,AMALNER,Unknown,Unknown,21.049008999999998,75.057314,true
ANA,ASLANA,ASLANA,Unknown,Unknown,23.860522,79.319493,true
ANAH,AUNTA HALT,AUNTA HALT,Unknown,Unknown,25.3804334414,85.94936398009999,true
ANAS,ANAS,ANAS,Unknown,Unknown,22.866009,74.421513,true
ANB,AMMANABROLU,AMMANABROLU,Unknown,Unknown,15.596402,80.148353,true
ANCR,ANCHURI,National Highway 60A,West Bengal,SER,23.283904,86.993174,true
ANDI,ADARSH NAGAR DELHI,ADARSH NAGAR DELHI,Unknown,Unknown,28.714205,77.16670699999999,true
ANG,AHMADNAGAR,AHMADNAGAR,Unknown,Unknown,19.075519477700002,74.721882467,true
ANGL,ANGUL,ANGUL,Unknown,Unknown,20.859445,85.099994,true
ANGR,ANGADGERI HALT,Angadgeri,Karnataka,SWR,16.451873659999997,75.84589116000001,true
ANH,ANKORAH AKORHA,ANKORAH AKORHA,Unknown,Unknown,24.761166999999997,84.169539,true
ANJE,ANGARPATHRA HALT,ANGARPATHRA HALT,Unknown,Unknown,23.793062,86.319368,true
ANK,ANKAI,ANKAI,Unknown,Unknown,20.1510279143,74.4697560736,true
ANKL,ANKOLA,Uttara Kannada,Karnataka,KR,14.645347,74.332936,true
ANMD,ARANG MAHANADI,ARANG MAHANADI,Unknown,Unknown,21.189614,81.955513,true
ANND,ANAND JN,ANAND JN,Unknown,Unknown,22.561307,72.965733,true
ANNR,ANNANUR,ANNANUR,Unknown,Unknown,13.116018,80.126743,true
ANO,ANJANI,Anjani,Maharashtra,KR,17.620604999999998,73.399308,true
ANR,ANARA,Purulia,West Bengal,SER,23.481082,86.559763,true
ANTU,ANTU,ANTU,Unknown,Unknown,26.055162063100003,81.8977879919,true
ANU,ANANGUR,ANANGUR,Unknown,Unknown,11.396939999999999,77.820053,true
ANV,ANNAVARAM,ANNAVARAM,Unknown,Unknown,17.269633,82.41967700000001,true
ANVR,ANAND VIHAR,ANAND VIHAR,Unknown,Unknown,28.6486144,77.3140236,true
ANVT,ANAND VIHAR TRM,ANAND VIHAR TRM,Unknown,Unknown,28.650503565399998,77.31521255,true
APA,AMARPURA,Kharwa,Rajasthan,NWR,26.110972999999998,74.249302,true
APB,ANUPPAMBATTU,ANUPPAMBATTU,Unknown,Unknown,13.304293,80.23076900000001,true
APD,Alipur Duar,Alipurduar,West Bengal,NFR,26.479307000000002,89.520667,true
APDC,Alipur Duar Court,Alipur Duar,West Bengal,NFR,26.499254999999998,89.526808,true
APDJ,ALIPUR DUAR JN,03564-255091,West Bengal,NFR,26.523279,89.534048,true
APG,ANUPGANJ,ANUPGANJ,Unknown,Unknown,26.757292,81.126093,true
APL,APPIKATLA,APPIKATLA,Unknown,Unknown,15.970371,80.514466,true
APQ,ADITPARA,ADITPARA,Unknown,Unknown,21.67359117,69.6779178894,true
APR,ANUPPUR JN,ANUPPUR JN,Unknown,Unknown,23.117312,81.695967,true
APT,ANAPARTI,ANAPARTI,Unknown,Unknown,16.935817,81.953181,true
APTA,APTA,Raigad,Maharashtra,CR,18.863471,73.152629,true
AQG,ASHAPURA GOMAT,National Highway 15,Rajasthan,NWR,26.950232,71.892665,true
ARA,ARA,ARA,Unknown,Unknown,25.548889,84.66259600000001,true
ARD,AMARDA ROAD,AMARDA ROAD,Unknown,Unknown,21.734258,87.102374,true
ARE,ARNETHA,ARNETHA,Unknown,Unknown,25.3897784806,76.01867416990001,true
ARG,ANGAR GHAT,ANGAR GHAT,Unknown,Unknown,25.795385,85.907174,true
ARGL,ARGUL,ARGUL,Unknown,Unknown,20.12442672,85.67088007,true
ARGP,ARALAGUPPE,State Highway 74,Karnataka,SWR,13.253131999999999,76.615439,true
ARI,ANTRI,ANTRI,Unknown,Unknown,26.0352337224,78.2266994458,true
ARJ,AUNRIHAR JN,Ghazipur,Uttar Pradesh,NER,25.54466,83.18727200000001,true
ARKA,Arkha,Lucknow Allahabad Rd,Uttar Pradesh,NR,25.867316000000002,81.331277,true
ARL,AROUL,AROUL,Unknown,Unknown,26.920662,80.01863300000001,true
ARN,ARAND,ARAND,Unknown,Unknown,21.102097,82.183013,true
ARNA,ARNIA,ARNIA,Unknown,Unknown,27.0101287751,76.5171796234,true
AROR,AROOR HALT,AROOR HALT,Unknown,Unknown,9.8791031,76.30283299999999,true
ARP,Atrampur,Atrampur Railway Station,Uttar Pradesh,NR,25.572021,81.745663,true
ARPL,AREPALLI HALT,AREPALLI HALT,Unknown,Unknown,16.270533999999998,77.862369,true
ARW,AHRAURA ROAD,AHRAURA ROAD,Unknown,Unknown,25.1965007241,83.0188834607,true
ASAF,ASIFABAD ROAD,ASIFABAD ROAD,Unknown,Unknown,19.256682,79.416719,true
ASB,ASANBONI,ASANBONI,Unknown,Unknown,22.712394,86.313908,true
ASCE,ATHSARAI,ATHSARAI,Unknown,Unknown,25.678728805000002,81.2620300824,true
ASE,ASAUDAH,Delhi-Rohtak Corridor,Haryana,NR,28.73653776,76.85877285,true
ASJP,AMAR SAHEED JAGDEV P HALT,AMAR SAHEED JAGDEV P HALT,Unknown,Unknown,25.560087000000003,84.409699,true
ASK,ARSIKERE JN,Arasikere,Karnataka,SWR,13.314425,76.2520848,true
ASKN,ASHOK NAGAR,ASHOK NAGAR,Unknown,Unknown,24.58015,77.726725,true
ASN,ASANSOL JN,ASANSOL JN,Unknown,Unknown,23.691441,86.975152,true
ASNE,ASANSOL EAST,ASANSOL EAST,Unknown,Unknown,23.686432,86.991176,true
ASO,ASANGAON,ASANGAON,Unknown,Unknown,19.439277999999998,73.307859,true
ASP,ASPARI,ASPARI,Unknown,Unknown,15.454804000000001,77.356253,true
ASR,AMRITSAR JN,AMRITSAR JN,Unknown,Unknown,31.631511999999997,74.858025,true
AST,ASAOTI,ASAOTI,Unknown,Unknown,28.250878,77.323569,true
AT,ASNOTI,Uttara Kannada,Karnataka,KR,14.876286,74.147683,true
ATA,ATA,ATA,Unknown,Unknown,26.0445422657,79.5991430011,true
ATC,ARTS COLLEGE,ARTS COLLEGE,Unknown,Unknown,17.418129999999998,78.51966499999999,true
ATE,ATARRA,Dist. Banda(05192-224813),Uttar Pradesh,NCR,25.291367,80.576491,true
ATG,ATGAON,ATGAON,Unknown,Unknown,19.5031813038,73.3276912396,true
ATL,ATHMAL GOLA,ATHMAL GOLA,Unknown,Unknown,25.453014977800002,85.6213724115,true
ATM,ALTAGRAM,ALTAGRAM,Unknown,Unknown,26.608131,88.946682,true
ATMO,AITHAL,Haridwar,Uttarakhand,NR,29.8079295893,78.0436230264,true
ATNR,AWATAR NAGAR,AWATAR NAGAR,Unknown,Unknown,25.764395999999998,84.956774,true
ATP,ANANTAPUR,ANANTAPUR,Unknown,Unknown,14.686478,77.59531199999999,true
ATRR,ATRAURA,Handia,Uttar Pradesh,NER,25.316112,82.314016,true
ATS,ATTABIRA,ATTABIRA,Unknown,Unknown,21.388039,83.792637,true
ATUL,ATUL,Valsad,Gujarat,WR,20.544593354,72.9271335858,true
AUB,ALUABARI ROAD,ALUABARI ROAD,Unknown,Unknown,26.269681,88.18561000000001,true
AUBR,ANUGRAHA NARAYAN ROAD,ANUGRAHA NARAYAN ROAD,Unknown,Unknown,24.855955599999998,84.3298444,true
AUNG,AUNG,AUNG,Unknown,Unknown,26.16423,80.544495,true
AUWA,AUWA,Somesar,Rajasthan,NWR,25.665207000000002,73.564613,true
AV,ASVALI,ASVALI,Unknown,Unknown,19.817370999999998,73.751085,true
AVD,AVADI,AVADI,Unknown,Unknown,13.118247,80.10051800000001,true
AVK,Aravankadu,Dist. Nilgiris,Tamil Nadu,SR,11.359124,76.769203,true
AVN,ANAVARDIKHANPET,ANAVARDIKHANPET,Unknown,Unknown,13.05050406,79.56735042999999,true
AVRD,ARAVALI ROAD,Kochi - Panavel Rd,Maharashtra,KR,17.316531,73.53816,true
AWL,ALAWALPUR,Jalandhar,Punjab,NR,31.425164,75.642236,true
AWP,AGHWANPUR,AGHWANPUR,Unknown,Unknown,28.939542,78.702865,true
AWR,ALWAR,Alwar,Rajasthan,NWR,27.559273,76.62126500000001,true
AWS,ASWANI HALT,Bagaha,Bihar,ECR,27.15958,84.051843,true
AWY,ALUVA,ALUVA,Unknown,Unknown,10.108163,76.356508,true
AXA,AMARSAR,Rajkot,Gujarat,WR,22.585991,70.91711000000001,true
AXR,ALLURU ROAD,ALLURU ROAD,Unknown,Unknown,14.710541,79.989036,true
AY,AYODHYA,AYODHYA,Unknown,Unknown,26.787784,82.200604,true
AYB,Aliyabad,Bijapur,Karnataka,SWR,16.878268000000002,75.758306,true
AYN,AIYANAPURAM,Chinnakankeyampatti,Tamil Nadu,SR,10.788547000000001,78.929033,true
AYR,AYYALUR,AYYALUR,Unknown,Unknown,10.483391,78.157049,true
AYRN,AKSHAYWAT RAI NAGAR,Vaishali,Bihar,ECR,25.688767621,85.31541102290001,true
AYU,ABHAYAPURI ASSAM,Abhayapuri,Assam,NFR,26.356599,90.641696,true
AZ,AZIMGANJ JN,Police Station Rd,West Bengal,ER,24.219053,88.256764,true
AZA,AZARA,Guwahati,Assam,NFR,26.099339999999998,91.613927,true
AZP,AYYAMPET,Ayyampet,Tamil Nadu,SR,10.896267,79.206701,true
AZR,AZAMNAGAR ROAD,AZAMNAGAR ROAD,Unknown,Unknown,25.555555642399998,87.8523278357,true
BA,BANDRA,Mumbai,Maharashtra,WR,19.05445443,72.84045439,true
BAB,BABINA,BABINA,Unknown,Unknown,25.237832,78.451748,true
BABR,BALANAGAR,BALANAGAR,Unknown,Unknown,16.947622000000003,78.188891,true
BAD,BAAD,BAAD,Unknown,Unknown,27.3959406,77.68965184,true
BAE,BALIAKHERI,BALIAKHERI,Unknown,Unknown,29.9285,77.63368,true
BAGD,BAGWADA,BAGWADA,Unknown,Unknown,20.43948,72.916866,true
BAGL,BARAGOPAL,BARAGOPAL,Unknown,Unknown,25.765088,84.906765,true
BAH,BHABHAR,SH 72,Gujarat,WR,24.065279999999998,71.615774,true
BAHN,BABHABGAON HALT,BABHABGAON HALT,Unknown,Unknown,25.4483399037,87.8098941528,true
BAI,BASSI,BASSI,Unknown,Unknown,26.840616999999998,76.047213,true
BAK,BHAN KARI,BHAN KARI,Unknown,Unknown,26.962546793999998,76.4094554639,true
BAKL,BAKAL,BAKAL,Unknown,Unknown,21.123637,80.940946,true
BAL,BUDALUR,SH 99,Tamil Nadu,SR,10.782843000000002,78.981443,true
BALE,BALE,BALE,Unknown,Unknown,17.676185604199997,75.8450861792,true
BALR,BAITALPUR,BAITALPUR,Unknown,Unknown,26.5526634,83.7385572,true
BALU,BALUGAON,BALUGAON,Unknown,Unknown,19.747366,85.200953,true
BAM,BRAHMAPUR,BRAHMAPUR,Unknown,Unknown,19.2961348,84.7966912,true
BAMA,BIRAMBAD,Dumariya,Rajasthan,NCR,26.922783000000003,77.32494000000001,true
BAMR,BAMUR,BAMUR,Unknown,Unknown,21.006738,84.475865,true
BAND,BANASWADI,BANASWADI,Unknown,Unknown,13.00573,77.628196,true
BANE,BASNI,Jodhpur,Rajasthan,NWR,26.222963,73.010639,true
BANI,BANI,BANI,Unknown,Unknown,26.227487999999997,81.620936,true
BANO,BANO,BANO,Unknown,Unknown,22.6647837973,84.90298541140001,true
BAO,BANMOR,BANMOR,Unknown,Unknown,26.355565,78.0989272,true
BAP,BELAPUR,BELAPUR,Unknown,Unknown,19.619569311800003,74.6617443079,true
BAQ,GANJ BASODA,GANJ BASODA,Unknown,Unknown,23.845347,77.944826,true
BAR,BAR,Haripur,Rajasthan,NWR,26.063048,74.113189,true
BARH,BARH,BARH,Unknown,Unknown,25.46165,85.70942600000001,true
BARI,Bari,Bari,Rajasthan,NCR,26.65005846,77.61817468,true
BARN,BARANAGAR ROAD,BARANAGAR ROAD,Unknown,Unknown,22.6530928,88.37831077,true
BAU,BURHANPUR,Burhanpur,Madhya Pradesh,CR,21.3343976,76.1986787,true
BAV,BARUVA,BARUVA,Unknown,Unknown,18.900748,84.554233,true
BAW,CHIK BANAVAR,Bengaluru,Karnataka,SWR,13.073539,77.50634099999999,true
BAWD,BHADWAD,BHADWAD,Unknown,Unknown,21.323159150000002,74.09831697,true
BBAE,BAIDYABATI,BAIDYABATI,Unknown,Unknown,22.79549199,88.33203765,true
BBAI,BHADBHUNJA,BHADBHUNJA,Unknown,Unknown,21.166264,73.693754,true
BBD,BABLAD,BABLAD,Unknown,Unknown,17.337569,76.779259,true
BBDE,BABARPUR,BABARPUR,Unknown,Unknown,29.449652,76.966178,true
BBK,BARABANKI JN,BARABANKI JN,Unknown,Unknown,26.935335,81.18104,true
BBKR,BABA BAKALARAYA,BABA BAKALARAYA,Unknown,Unknown,31.541835000000003,75.238827,true
BBL,BALRAI,BALRAI,Unknown,Unknown,26.9205023929,78.8237102228,true
BBM,BARABHUM,BARABHUM,Unknown,Unknown,23.0912864,86.2112372,true
BBMN,BARI BRAHMAN,Bari Brahmana,Jammu and Kashmir,NR,32.63896,74.916171,true
BBO,BABUGARH,BABUGARH,Unknown,Unknown,28.747393000000002,77.855523,true
BBPM,BALABHADRAPURAM,BALABHADRAPURAM,Unknown,Unknown,16.96580143,82.00037565999999,true
BBQ,BASIN BRIDGE JN,BASIN BRIDGE JN,Unknown,Unknown,13.102361,80.27122100000001,true
BBRM,BABA BHAGWAN RAM HALT,BABA BHAGWAN RAM HALT,Unknown,Unknown,25.315887671800002,83.0384061804,true
BBS,BHUBANESWAR,BHUBANESWAR,Unknown,Unknown,20.265388,85.84259499999999,true
BBSL,BABA SODHAL NAGAR,BABA SODHAL NAGAR,Unknown,Unknown,31.3530203474,75.5648681348,true
BBSN,BHUBANESWAR NEW,BHUBANESWAR NEW,Unknown,Unknown,20.382175,85.83518699999999,true
BBTR,BARBATPUR,BARBATPUR,Unknown,Unknown,22.197033,77.920758,true
BBU,BHABUA ROAD,BHABUA ROAD,Unknown,Unknown,25.173007,83.618913,true
BBW,BODARWAR,State Highway 64,Uttar Pradesh,NER,26.8780004923,83.6381910315,true
BC,BAREILLY CITY,BAREILLY CITY,Unknown,Unknown,28.3556564,79.403718,true
BCA,BACHWARA JN,BACHWARA JN,Unknown,Unknown,25.5812576,85.90014240000001,true
BCD,BANSDIH ROAD,BANSDIH ROAD,Unknown,Unknown,25.8115832,84.215238,true
BCGM,BAINCHIGRAM,BAINCHIGRAM,Unknown,Unknown,23.10588031,88.21629817,true
BCK,BALICHAK,BALICHAK,Unknown,Unknown,22.35818589,87.55335416,true
BCN,BACHHRAWAN,BACHHRAWAN,Unknown,Unknown,26.4773211,81.10545649999999,true
BCOB,BHACHAU BG,BHACHAU BG,Unknown,Unknown,23.301391,70.34497200000001,true
BCQ,BARACHAK,BARACHAK,Unknown,Unknown,23.706726,86.92813299999999,true
BCT,Mumbai Central,Mumbai,Maharashtra,WR,18.970667,72.819383,true
BCY,VARANASI CITY,Varanasi,Uttar Pradesh,NER,25.3341176,83.0141142,true
BCYN,BUDHDEVCHAK Y NAGAR,BUDHDEVCHAK Y NAGAR,Unknown,Unknown,25.4968269712,85.3313080389,true
BD,BADNERA JN,BADNERA JN,Unknown,Unknown,20.8567925,77.73231969999999,true
BDAG,BONIDANGA,BONIDANGA,Unknown,Unknown,24.82345158,87.81052581,true
BDBP,BASUDEBPUR,Basudebpur,Bihar,ER,24.6355270351,87.98253549799999,true
BDBS,BINDUBASINI HAL,BINDUBASINI HAL,Unknown,Unknown,24.792848,87.859263,true
BDC,BANDEL JN,BANDEL JN,Unknown,Unknown,22.9236565,88.3793623,true
BDH,BHEDIA,BHEDIA,Unknown,Unknown,23.586642,87.711813,true
